Model,Type,Account,X,Y,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,738,464,1609,185,0,515,=185/738,=0/464,=515/1609,=0/211
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,739,465,1610,185,0,515,=185/739,=0/465,=515/1610,=0/212
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,740,466,1611,185,0,515,=185/740,=0/466,=515/1611,=0/213
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,741,467,1612,185,0,515,=185/741,=0/467,=515/1612,=0/214
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,742,468,1613,185,0,515,=185/742,=0/468,=515/1613,=0/215
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,743,469,1614,185,0,515,=185/743,=0/469,=515/1614,=0/216
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,744,470,1615,185,0,515,=185/744,=0/470,=515/1615,=0/217
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,745,471,1616,185,0,515,=185/745,=0/471,=515/1616,=0/218
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,746,472,1617,185,0,515,=185/746,=0/472,=515/1617,=0/219
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,747,473,1618,185,0,515,=185/747,=0/473,=515/1618,=0/220
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,748,474,1619,185,0,515,=185/748,=0/474,=515/1619,=0/221
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,749,475,1620,185,0,515,=185/749,=0/475,=515/1620,=0/222
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,750,476,1621,185,0,515,=185/750,=0/476,=515/1621,=0/223
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,751,477,1622,185,0,515,=185/751,=0/477,=515/1622,=0/224
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,752,478,1623,185,0,515,=185/752,=0/478,=515/1623,=0/225
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,753,479,1624,185,0,515,=185/753,=0/479,=515/1624,=0/226
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,754,480,1625,185,0,515,=185/754,=0/480,=515/1625,=0/227
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,755,481,1626,185,0,515,=185/755,=0/481,=515/1626,=0/228
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,756,482,1627,185,0,515,=185/756,=0/482,=515/1627,=0/229
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,757,483,1628,185,0,515,=185/757,=0/483,=515/1628,=0/230
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875783857,1.83355,1,157,476,1442,116,469,469,=116/157,=469/476,=469/1442,=116/119
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0287578386,1.8197477,1,229,524,1629,117,516,516,=117/229,=516/524,=516/1629,=117/120
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.8449,1,230,525,1630,118,517,517,=118/230,=517/525,=517/1630,=118/121
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0288,1.8198,1,231,526,1631,119,518,518,=119/231,=518/526,=518/1631,=119/122
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0287578386,1.8197,1,232,527,1632,120,519,519,=120/232,=519/527,=519/1632,=120/123
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,3.14159,3.14159,0,233,528,1633,120,519,519,=120/233,=519/528,=519/1633,=120/124
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0287578386,1.8197326177,1,234,529,1634,121,520,520,=121/234,=520/529,=520/1634,=121/125
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875,1.8447,1,235,530,1635,122,521,521,=122/235,=521/530,=521/1635,=122/126
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875783857,1.8197461373,1,236,531,1636,123,522,522,=123/236,=522/531,=522/1636,=123/127
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.8446,1,237,532,1637,124,523,523,=124/237,=523/532,=523/1637,=124/128
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875783857,1.832366,1,238,533,1638,125,524,524,=125/238,=524/533,=524/1638,=125/129
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875783856,1.819745107,1,239,534,1639,126,525,525,=126/239,=525/534,=525/1639,=126/130
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0288,1.8322,1,240,535,1640,127,526,526,=127/240,=526/535,=526/1640,=127/131
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875783,1.84495971,1,241,536,1641,128,527,527,=128/241,=527/536,=527/1641,=128/132
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0287,1.832,1,242,537,1642,129,528,528,=129/242,=528/537,=528/1642,=129/133
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0287578386,1.8320654981,1,243,538,1643,130,529,529,=130/243,=529/538,=529/1643,=130/134
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.029,1.834,1,244,539,1644,131,530,530,=131/244,=530/539,=530/1644,=131/135
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0287,1.8347,1,245,540,1645,132,531,531,=132/245,=531/540,=531/1645,=132/136
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.844,1,246,541,1646,133,532,532,=133/246,=532/541,=532/1646,=133/137
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875,1.832,1,247,542,1647,134,533,533,=134/247,=533/542,=533/1647,=134/138
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.832,1,248,543,1648,135,534,534,=135/248,=534/543,=534/1648,=135/139
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0287578386,1.8342358168,1,249,544,1649,136,535,535,=136/249,=535/544,=535/1649,=136/140
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.028,1.833,1,250,545,1650,137,536,536,=137/250,=536/545,=536/1650,=137/141
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0288,1.8448,1,251,546,1651,138,537,537,=138/251,=537/546,=537/1651,=138/142
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0288,1.835,1,252,547,1652,139,538,538,=139/252,=538/547,=538/1652,=139/143
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875783857,1.84496552313,1,253,548,1653,140,539,539,=140/253,=539/548,=539/1653,=140/144
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02,1.826,1,254,549,1654,141,540,540,=141/254,=540/549,=540/1654,=141/145
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0288,1.8198,1,255,550,1655,142,541,541,=142/255,=541/550,=541/1655,=142/146
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0287578,1.83206,1,256,551,1656,143,542,542,=143/256,=542/551,=542/1656,=143/147
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875783,1.827759,1,257,552,1657,144,543,543,=144/257,=543/552,=543/1657,=144/148
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.83246,1,258,553,1658,145,544,544,=145/258,=544/553,=544/1658,=145/149
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.832,1,259,554,1659,146,545,545,=146/259,=545/554,=545/1659,=146/150
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875783857,1.84,1,260,555,1660,147,546,546,=147/260,=546/555,=546/1660,=147/151
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875783857,1.8197477,1,261,556,1661,148,547,547,=148/261,=547/556,=547/1661,=148/152
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875783857,1.832074596,1,262,557,1662,149,548,548,=149/262,=548/557,=548/1662,=149/153
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0288,1.8198,1,263,558,1663,150,549,549,=150/263,=549/558,=549/1663,=150/154
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.028758,1.819735,1,264,559,1664,151,550,550,=151/264,=550/559,=550/1664,=151/155
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.8447,1,265,560,1665,152,551,551,=152/265,=551/560,=551/1665,=152/156
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.8448,1,266,561,1666,153,552,552,=153/266,=552/561,=552/1666,=153/157
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02,1.826,1,267,562,1667,154,553,553,=154/267,=553/562,=553/1667,=154/158
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0287578386,1.832176173,1,268,563,1668,155,554,554,=155/268,=554/563,=554/1668,=155/159
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.833,1,269,564,1669,156,555,555,=156/269,=555/564,=555/1669,=156/160
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.8348,1,270,565,1670,157,556,556,=157/270,=556/565,=556/1670,=157/161
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.8446,1,271,566,1671,158,557,557,=158/271,=557/566,=557/1671,=158/162
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0288,1.8448,1,272,567,1672,159,558,558,=159/272,=558/567,=558/1672,=159/163
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875,1.8447,1,273,568,1673,160,559,559,=160/273,=559/568,=559/1673,=160/164
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02875783,1.8348,1,274,569,1674,161,560,560,=161/274,=560/569,=560/1674,=161/165
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.83307,1,275,570,1675,162,561,561,=162/275,=561/570,=561/1675,=162/166
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,201,426,1503,116,0,475,=116/201,=0/426,=475/1503,=0/42
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,277,484,1677,163,0,562,=163/277,=0/484,=562/1677,=0/43
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,278,485,1678,163,0,562,=163/278,=0/485,=562/1678,=0/44
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,279,486,1679,163,0,562,=163/279,=0/486,=562/1679,=0/45
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,280,487,1680,163,0,562,=163/280,=0/487,=562/1680,=0/46
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,281,488,1681,163,0,562,=163/281,=0/488,=562/1681,=0/47
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,282,489,1682,163,0,562,=163/282,=0/489,=562/1682,=0/48
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,283,490,1683,163,0,562,=163/283,=0/490,=562/1683,=0/49
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,284,491,1684,163,0,562,=163/284,=0/491,=562/1684,=0/50
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,285,492,1685,163,0,562,=163/285,=0/492,=562/1685,=0/51
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,286,493,1686,163,0,562,=163/286,=0/493,=562/1686,=0/52
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,287,494,1687,163,0,562,=163/287,=0/494,=562/1687,=0/53
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,288,495,1688,163,0,562,=163/288,=0/495,=562/1688,=0/54
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,289,496,1689,163,0,562,=163/289,=0/496,=562/1689,=0/55
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,290,497,1690,163,0,562,=163/290,=0/497,=562/1690,=0/56
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,291,498,1691,163,0,562,=163/291,=0/498,=562/1691,=0/57
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,292,499,1692,163,0,562,=163/292,=0/499,=562/1692,=0/58
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,293,500,1693,163,0,562,=163/293,=0/500,=562/1693,=0/59
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,294,501,1694,163,0,562,=163/294,=0/501,=562/1694,=0/60
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,295,502,1695,163,0,562,=163/295,=0/502,=562/1695,=0/61
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,296,503,1696,163,0,562,=163/296,=0/503,=562/1696,=0/62
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,297,504,1697,163,0,562,=163/297,=0/504,=562/1697,=0/63
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,298,505,1698,163,0,562,=163/298,=0/505,=562/1698,=0/64
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,299,506,1699,163,0,562,=163/299,=0/506,=562/1699,=0/65
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,300,507,1700,163,0,562,=163/300,=0/507,=562/1700,=0/66
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,301,508,1701,163,0,562,=163/301,=0/508,=562/1701,=0/67
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,302,509,1702,163,0,562,=163/302,=0/509,=562/1702,=0/68
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,303,510,1703,163,0,562,=163/303,=0/510,=562/1703,=0/69
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,304,511,1704,163,0,562,=163/304,=0/511,=562/1704,=0/70
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,305,512,1705,163,0,562,=163/305,=0/512,=562/1705,=0/71
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,306,513,1706,163,0,562,=163/306,=0/513,=562/1706,=0/72
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,307,514,1707,163,0,562,=163/307,=0/514,=562/1707,=0/73
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,308,515,1708,163,0,562,=163/308,=0/515,=562/1708,=0/74
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,309,516,1709,163,0,562,=163/309,=0/516,=562/1709,=0/75
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,310,517,1710,163,0,562,=163/310,=0/517,=562/1710,=0/76
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,311,518,1711,163,0,562,=163/311,=0/518,=562/1711,=0/77
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,312,519,1712,163,0,562,=163/312,=0/519,=562/1712,=0/78
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,313,520,1713,163,0,562,=163/313,=0/520,=562/1713,=0/79
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,314,521,1714,163,0,562,=163/314,=0/521,=562/1714,=0/80
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,315,522,1715,163,0,562,=163/315,=0/522,=562/1715,=0/81
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,316,523,1716,163,0,562,=163/316,=0/523,=562/1716,=0/82
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,317,524,1717,163,0,562,=163/317,=0/524,=562/1717,=0/83
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,318,525,1718,163,0,562,=163/318,=0/525,=562/1718,=0/84
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,319,526,1719,163,0,562,=163/319,=0/526,=562/1719,=0/85
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,320,527,1720,163,0,562,=163/320,=0/527,=562/1720,=0/86
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,321,528,1721,163,0,562,=163/321,=0/528,=562/1721,=0/87
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,322,529,1722,163,0,562,=163/322,=0/529,=562/1722,=0/88
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,323,530,1723,163,0,562,=163/323,=0/530,=562/1723,=0/89
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,324,531,1724,163,0,562,=163/324,=0/531,=562/1724,=0/90
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.029,1.834,1,276,571,1676,163,562,562,=163/276,=562/571,=562/1676,=163/167
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.03,1.835,1,326,572,1726,164,563,563,=164/326,=563/572,=563/1726,=164/168
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.8331,1,327,573,1727,165,564,564,=165/327,=564/573,=564/1727,=165/169
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.0287578,1.844958,1,328,574,1728,166,565,565,=166/328,=565/574,=565/1728,=166/170
gemini-2.0-flash-001,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,2.02876,1.83311,1,329,575,1729,167,566,566,=167/329,=566/575,=566/1729,=167/171
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.028757838,1.81974311,1,705,523,1576,185,515,515,=185/705,=515/523,=515/1576,=185/189
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02875783857,1.8352434342,1,758,577,1731,186,568,568,=186/758,=568/577,=568/1731,=186/190
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.8323,1,759,578,1732,187,569,569,=187/759,=569/578,=569/1732,=187/191
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.844,1,760,579,1733,188,570,570,=188/760,=570/579,=570/1733,=188/192
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578,1.844558,1,761,580,1734,189,571,571,=189/761,=571/580,=571/1734,=189/193
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02875,1.8325,1,762,581,1735,190,572,572,=190/762,=572/581,=572/1735,=190/194
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.8322,1,763,582,1736,191,573,573,=191/763,=573/582,=573/1736,=191/195
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.028757838,1.81975265,1,764,583,1737,192,574,574,=192/764,=574/583,=574/1737,=192/196
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0288,1.8197,1,765,584,1738,193,575,575,=193/765,=575/584,=575/1738,=193/197
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578,1.81972,1,766,585,1739,194,576,576,=194/766,=576/585,=576/1739,=194/198
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0288,1.8197,1,767,586,1740,195,577,577,=195/767,=577/586,=577/1740,=195/199
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.83435,1,768,587,1741,196,578,578,=196/768,=578/587,=578/1741,=196/200
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.8348,1,769,588,1742,197,579,579,=197/769,=579/588,=579/1742,=197/201
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02875,1.844,1,770,589,1743,198,580,580,=198/770,=580/589,=580/1743,=198/202
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578386,1.8197472959,1,771,590,1744,199,581,581,=199/771,=581/590,=581/1744,=199/203
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578386,1.8322223426,1,772,591,1745,200,582,582,=200/772,=582/591,=582/1745,=200/204
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,325,532,1725,163,0,562,=163/325,=0/532,=562/1725,=0/91
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,331,533,1747,168,0,583,=168/331,=0/533,=583/1747,=0/92
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,332,534,1748,168,0,583,=168/332,=0/534,=583/1748,=0/93
